Dates,AUD,BRL,CAD,CHF,COP,CZK,EUR,GBP,HKD,HUF,IDR,INR,JPY,KRW,MXN,MYR,NOK,NZD,PEN,PHP,PLN,RUB,SEK,SGD,THB,TRY,TWD,ZAR,,,,,,,,,
17/09/2015,177.0771,173.9575,121.8085,114.1487,120.7974,129.1585,94.5611,109.0933,95.4202,187.2121,201.3468,164.7498,65.9662,124.7975,157.8261,102.6409,118.7426,190.5815,166.408,169.0044,198.0081,96.6101,100.6392,98.3456,115.9403,472.3641,92.6604,120.2158,,,,,,,,,
18/09/2015,177.4855,172.0148,121.4133,113.0362,120.6085,127.7092,93.4264,108.7161,95.4209,184.5048,202.5102,166.7607,65.9816,125.1396,157.3423,103.8797,117.3751,192.0115,166.0822,169.1304,195.6974,95.1273,99.6796,98.2497,116.5979,473.7299,92.6904,120.4624,,,,,,,,,
21/09/2015,176.0914,170.3562,121.1484,112.7052,119.6416,126.631,92.5315,108.5137,95.4189,182.9497,201.4467,166.6275,65.6631,123.8767,157.2627,102.4502,116.5099,189.6007,165.8954,168.9133,194.6342,95.8417,98.2989,97.5343,115.7885,473.7431,92.0208,119.2009,,,,,,,,,
22/09/2015,175.0434,167.6964,120.9942,112.3189,117.2096,125.5997,91.9509,107.5206,95.4182,181.2647,200.9603,166.3241,65.886,123.4089,155.2049,101.6879,115.6172,188.9,164.9873,168.9312,192.6605,95.8931,97.8037,97.0753,115.1725,470.8786,91.9154,117.4272,,,,,,,,,
23/09/2015,172.9333,162.6215,120.5591,111.7866,115.5402,125.9427,92.4948,106.6814,95.4175,181.7521,198.9802,166.1037,65.8137,122.1807,153.1115,100.5191,115.8548,188.3191,164.653,167.6751,192.9808,95.3873,97.4357,96.4513,114.5726,469.1914,91.2266,115.9083,,,,,,,,,
24/09/2015,173.465,172.6985,120.696,112.2742,115.9271,126.0129,92.8569,106.6609,95.4118,181.4544,199.0309,165.7274,65.9278,122.0318,155.3807,100.5318,113.3791,190.7701,165.2952,167.553,193.6874,95.8823,98.0441,96.7454,114.2019,469.1017,91.0847,116.0862,,,,,,,,,
25/09/2015,173.4781,171.0739,120.4165,111.7994,117.1868,125.7135,92.5657,106.2277,95.4111,180.4242,198.5573,165.7716,65.6479,121.8322,154.4574,99.6504,112.4227,191.6904,164.8035,167.5723,193.0444,96.7578,97.6916,96.4898,114.3204,468.1908,90.935,115.5193,,,,,,,,,
28/09/2015,172.6268,165.5868,119.8692,112.46,115.4348,126.345,92.9691,106.1863,95.4133,181.0501,198.4521,166.0891,66.0081,121.8197,153.5939,98.7912,112.2875,190.0285,164.2165,167.8932,193.0943,95.9751,97.1426,96.2828,114.1869,466.7561,90.9365,114.3483,,,,,,,,,
29/09/2015,172.5411,167.704,119.6469,112.6745,115.8247,126.5329,93.0087,106.0259,95.4129,181.985,198.7134,166.3599,66.1063,121.8267,154.015,98.0876,113.0536,190.5585,164.3869,167.392,193.4262,96.5526,98.0049,96.3188,113.7219,470.1873,90.938,115.0402,,,,,,,,,
30/09/2015,173.3692,172.6198,120.6276,112.4956,116.7303,125.7972,92.4116,105.8655,95.4162,180.9869,199.2083,167.3303,66.0279,122.7877,155.0015,99.4613,112.5348,192.1698,164.4912,168.088,191.7855,97.019,98.1965,96.7071,114.1654,472.1629,91.3417,116.1036,,,,,,,,,
01/10/2015,173.6787,170.0128,121.0374,112.0413,117.6993,126.19,92.5586,105.8799,95.4145,181.6235,199.0118,167.5694,65.9982,123.7513,154.9696,99.3608,113.7183,192.1886,164.5691,168.1938,191.9612,96.6948,98.1116,96.1415,113.7942,472.1626,91.5816,115.5702,,,,,,,,,
02/10/2015,174.0624,173.4461,122.105,112.6937,119.4234,126.4748,92.7304,106.2654,95.414,182.5793,199.4095,167.6106,66.0073,123.3943,156.5025,99.0424,114.4588,193.1698,165.0664,167.9975,192.3349,96.2528,98.3506,96.0029,113.3325,477.9236,91.2887,117.2009,,,,,,,,,
05/10/2015,174.9898,174.4706,122.7208,112.2148,121.735,126.2495,92.497,105.9929,95.4135,181.7832,201.5358,168.1984,65.704,124.183,156.1898,99.835,114.0179,194.9322,165.2088,169.0406,192.0192,98.1391,98.5706,96.8501,114.0076,479.4057,91.7039,118.1984,,,,,,,,,
06/10/2015,177.0788,177.1293,123.2116,113.2312,123.7713,127.3058,93.1896,106.5603,95.4128,183.8718,205.0587,167.945,65.8278,124.8474,157.5046,99.9891,115.8122,196.5748,165.1669,169.106,193.7387,100.3715,99.7753,96.9411,114.1538,483.7722,91.7889,119.0953,,,,,,,,,
07/10/2015,178.1301,175.8126,122.9957,112.4352,124.3836,126.7523,92.8984,107.2047,95.4122,182.623,211.3764,169.151,65.9466,125.3254,157.5423,103.533,116.6883,198.6081,165.188,170.3486,193.4031,101.5529,99.6297,97.3964,115.3658,486.8844,92.0931,119.6205,,,,,,,,,
08/10/2015,179.4288,180.6276,123.3748,113.3028,125.6413,127.0788,93.219,107.4012,95.4129,183.7155,210.6481,168.8851,65.9887,125.6504,159.4195,103.2893,117.6758,200.3416,165.2377,169.8053,194.6257,103.7291,99.6533,97.9466,115.2586,494.9627,92.1507,121.0338,,,,,,,,,
09/10/2015,181.3209,181.5766,124.0621,113.8277,125.7363,128.2758,93.8951,107.2268,95.4111,185.0907,217.8047,169.8377,65.8003,125.6217,159.693,105.8847,118.6287,200.9332,165.9053,171.3,196.1221,102.9682,100.2375,98.6514,116.6351,492.1353,92.1521,120.6814,,,,,,,,,
12/10/2015,181.9774,181.6698,123.5668,113.6689,125.7741,128.3068,93.8932,107.4094,95.4108,185.954,218.2419,169.8343,65.9245,127.3102,159.4368,105.6756,118.3946,201.9141,165.1738,171.6813,195.9043,102.3087,100.4073,98.3435,117.2571,489.7457,92.8749,120.9597,,,,,,,,,
13/10/2015,179.0989,175.8372,123.1699,114.2689,123.9915,128.2844,94.065,106.7101,95.4114,185.5217,214.8575,168.7501,66.0824,126.6506,157.5664,104.6704,117.4965,199.6504,164.5359,170.6756,195.9923,101.075,100.9421,98.1004,116.57,484.6821,92.4319,118.899,,,,,,,,,
14/10/2015,180.4723,179.6409,124.1517,115.2383,123.3679,129.5752,94.8485,108.3134,95.4096,188.0121,214.9183,169.1686,66.5921,126.9599,159.3351,104.6836,118.5916,204.09,164.6569,170.9219,197.7292,101.7689,101.2962,99.7965,116.6998,492.3375,92.4275,121.8303,,,,,,,,,
15/10/2015,181.2027,180.3573,124.8477,115.1243,124.7542,128.564,94.1195,108.188,95.4103,186.8322,217.5713,169.776,66.5567,128.8363,160.168,106.2417,118.3635,206.0052,165.0011,171.4892,196.0683,103.9016,99.7741,99.8347,117.722,498.4381,93.2007,123.6102,,,,,,,,,
16/10/2015,179.6086,174.672,124.3657,114.7449,125.2263,128.2664,93.8037,108.0417,95.4122,185.6603,216.479,169.8417,66.2485,128.9427,159.8263,104.7778,118.1713,204.7034,164.3316,170.9508,195.3471,104.1443,99.655,99.3966,117.3974,496.5019,92.992,123.2811,,,,,,,,,
19/10/2015,179.2258,176.5131,123.3641,114.4159,123.7188,128.0048,93.6285,108.2312,95.4082,185.4669,216.494,169.9102,66.2135,129.8909,159.2355,104.0763,117.8679,204.2134,164.1673,170.6907,194.4545,102.4925,98.7668,99.0836,117.3328,494.2921,93.0535,121.3979,,,,,,,,,
20/10/2015,179.5354,175.7517,123.7361,114.4347,123.0162,128.2361,93.7839,108.0848,95.4066,185.5519,214.7304,169.2961,66.0239,128.7878,158.5531,102.6789,117.9858,203.0918,163.9268,170.2598,194.1214,102.8309,98.9304,98.9288,117.1391,495.3598,92.8369,121.3633,,,,,,,,,
21/10/2015,178.3118,174.2999,122.2401,114.0242,122.0191,128.2037,93.7245,107.8965,95.4014,184.7126,213.7149,169.1529,65.9726,128.6192,157.6677,102.3391,116.9796,201.7294,163.8121,169.2169,192.7036,101.3664,98.6436,98.6612,116.6174,496.382,92.684,119.3446,,,,,,,,,
22/10/2015,178.275,175.8594,122.7178,112.4256,124.4298,125.5311,91.8215,107.736,95.4054,181.6762,214.747,169.1949,65.5553,127.9251,159.3961,102.2016,115.0161,204.3371,163.7967,168.6634,190.5515,102.1421,97.2291,98.6771,116.4587,500.5204,92.611,120.5049,,,,,,,,,
23/10/2015,178.4855,177.3085,121.9921,111.8002,123.9277,124.3462,91.0677,107.1766,95.4068,179.3508,215.1696,170.0201,65.1326,129.4884,158.3019,103.808,114.295,203.1547,163.3603,169.3391,188.8816,102.5273,96.5951,98.4319,117.2538,494.7125,92.9719,118.3929,,,,,,,,,
26/10/2015,179.3144,176.0555,122.1142,111.2268,123.4571,124.872,91.3966,107.443,95.4057,180.2206,215.0286,169.7029,65.3299,128.4685,158.9111,103.6295,115.0318,204.2286,163.2202,168.8603,188.553,101.5309,96.5649,98.8157,116.8131,497.9953,92.5847,118.4388,,,,,,,,,
27/10/2015,177.9418,176.9766,121.0481,110.9173,122.6027,124.7454,91.3287,107.0796,95.404,179.892,215.4579,169.7457,65.6752,128.8023,158.7779,102.7025,113.3883,203.5575,162.9569,168.4419,188.0945,98.5589,96.6267,98.4994,116.8511,495.7287,92.6256,118.1563,,,,,,,,,
28/10/2015,176.024,176.3219,121.7745,110.0309,123.8753,123.3061,90.2774,106.8211,95.4036,178.0599,217.7615,169.8859,65.3318,128.8075,157.8994,102.5952,111.8473,201.6824,162.8953,168.2391,185.902,100.173,96.1183,98.1152,117.011,492.5893,92.6127,117.8676,,,,,,,,,
29/10/2015,175.022,178.9691,121.9424,110.5486,124.0492,123.9679,90.7218,107.1505,95.4018,179.6515,215.2421,168.9463,65.3085,127.5386,157.9968,101.9873,111.9089,201.4326,162.6372,167.7738,187.0739,99.4655,96.2359,98.0263,116.5493,490.6925,92.2001,116.3314,,,,,,,,,
30/10/2015,176.6179,178.6901,122.8014,110.7226,124.8829,124.3033,90.9596,107.9768,95.3964,179.9612,214.5215,169.0923,65.5829,127.7687,159.2372,101.9834,112.9695,204.0119,162.7255,168.0782,188.8651,100.2387,96.2092,98.2102,116.6427,494.5131,92.4218,116.9773,,,,,,,,,
02/11/2015,176.8531,178.7766,122.6713,110.8189,124.9048,124.3918,91.0404,107.9003,95.402,178.8057,215.0422,168.3128,65.5051,128.1381,159.8373,101.9298,112.9431,203.0097,162.7122,168.0217,188.5954,100.7179,96.302,98.4793,116.4186,510.5979,92.5222,117.3118,,,,,,,,,
03/11/2015,177.831,183.0118,122.9919,110.3778,129.3309,123.9138,90.6087,107.9287,95.3978,177.8143,216.8211,168.1748,65.3357,128.5937,160.2754,102.3231,112.707,200.6223,162.9212,168.1646,188.108,102.4585,96.2313,98.5589,116.6297,509.9024,92.6997,117.7329,,,,,,,,,
04/11/2015,176.9285,181.5811,122.1516,110.0954,127.578,122.8628,89.7969,107.6841,95.3911,175.4775,216.887,168.657,65.0652,128.7179,158.9546,102.8398,111.0941,198.5354,162.3362,168.3724,186.7871,102.5013,95.2009,98.0902,116.9964,504.1036,93.2198,115.9127,,,,,,,,,
05/11/2015,176.8179,182.6586,121.9674,109.8801,126.6134,123.0416,89.9437,106.4387,95.3881,176.2495,216.8408,168.0312,64.9671,127.9936,158.311,102.0865,112.0853,199.1279,162.1009,167.7895,186.747,101.1974,95.199,97.8202,116.6363,504.8016,92.5909,116.5021,,,,,,,,,
06/11/2015,174.3308,183.2781,120.7221,108.7709,125.2041,121.6008,88.76,105.3541,95.3849,173.4134,216.9391,168.0286,64.2318,127.5956,156.4172,101.7675,110.5651,196.468,161.6215,167.7487,183.334,99.4301,94.1515,96.865,116.6771,494.9538,92.4754,114.2896,,,,,,,,,
09/11/2015,174.4425,181.9123,120.896,108.9607,123.74,121.6914,88.8488,105.7882,95.3768,174.0726,215.622,166.3472,64.2089,125.9078,156.751,100.3482,110.6251,196.7595,161.6822,166.9862,184.2692,99.4595,94.5453,96.7102,115.4806,494.7867,91.9432,113.2264,,,,,,,,,
10/11/2015,174.0844,184.5094,121.0068,108.6518,123.0777,121.3335,88.6153,105.8164,95.3711,174.2688,216.3036,166.723,64.2225,125.9649,156.9501,100.3605,111.0839,196.6568,161.5643,166.9527,184.6744,99.539,94.5183,96.7731,115.5495,495.6697,91.9749,113.5176,,,,,,,,,
11/11/2015,174.8403,183.9446,121.1269,108.8409,123.0998,121.621,88.7702,106.4744,95.3937,174.9339,216.4946,166.7632,64.3721,126.1934,157.1797,100.5452,111.3366,197.5783,161.6986,167.7361,185.9635,98.2775,94.5806,96.9315,115.7151,503.0833,91.8887,114.4486,,,,,,,,,
12/11/2015,176.4381,183.539,120.8642,109.3252,119.2688,122.4015,89.3548,106.6144,95.3953,175.6828,216.5438,166.8034,64.5012,125.8164,157.1277,100.5115,110.6873,197.1169,161.2295,167.6214,186.3521,96.5408,95.1706,97.022,115.6229,504.9755,91.9765,113.2237,,,,,,,,,
13/11/2015,176.4762,179.8859,120.5842,108.6679,117.8008,121.924,89.0138,106.6425,95.387,175.5538,215.6268,167.3831,64.4992,125.2261,157.6556,100.3629,110.5162,197.0468,160.6524,167.3624,185.2063,96.3705,94.7064,96.676,115.4988,505.533,91.9184,112.653,,,,,,,,,
16/11/2015,175.7218,181.4027,120.5023,108.2637,117.7841,120.9026,88.2927,106.4046,95.3813,174.0723,214.7162,167.6871,64.1986,124.1583,156.8504,100.1417,110.2492,195.6509,160.233,167.1116,183.653,98.6135,94.0857,96.7524,115.3525,502.1773,91.6453,113.2401,,,,,,,,,
17/11/2015,176.1065,181.7361,120.594,107.7346,117.7129,120.4308,87.9269,106.4746,95.3878,173.779,214.4688,167.626,64.0561,124.5346,157.2885,100.1699,110.39,195.0078,160.1927,167.1985,182.9611,98.8865,93.7836,96.6521,115.4564,504.8852,91.6962,113.6034,,,,,,,,,
18/11/2015,176.1197,184.1873,120.7585,107.1895,116.777,120.6653,88.0734,106.6425,95.3906,174.4581,213.7099,167.0091,63.9556,124.3373,157.2056,100.0406,110.5808,195.0577,159.6796,167.215,183.1989,99.4732,94.1006,96.8441,115.3197,506.2367,91.6774,114.4724,,,,,,,,,
19/11/2015,178.1887,186.6069,120.9325,107.9239,117.9163,121.4991,88.6825,107.0205,95.3909,175.7669,214.1761,167.3269,64.3543,125.472,158.3031,101.0939,111.4365,197.9111,159.886,167.2363,184.2149,99.7853,94.7062,97.449,115.726,509.9691,92.0843,115.6273,,,,,,,,,
20/11/2015,179.3166,187.1828,120.37,107.3451,118.3522,120.4201,87.9533,106.3205,95.3899,174.0017,216.0762,167.342,64.3836,126.2688,159.1084,102.5104,110.9501,197.8712,159.5077,167.2551,183.3758,99.5927,94.1598,97.4437,116.1676,512.6822,92.257,116.2162,,,,,,,,,
23/11/2015,178.1635,186.0506,120.199,107.3484,117.1559,120.4001,87.8674,105.8502,95.3878,173.2862,215.1061,166.6732,64.365,125.8147,159.0351,102.0809,110.8267,196.593,158.7551,166.959,182.4737,97.9483,94.1675,97.1278,115.7334,509,92.2426,115.2008,,,,,,,,,
24/11/2015,179.7866,187.8123,120.7422,107.4895,118.1544,120.4594,87.9227,105.5699,95.3866,173.2077,215.4096,167.1004,64.5255,126.353,159.1757,103.3784,110.871,197.6377,159.0606,167.3633,182.2713,98.6034,94.4023,97.5973,116.0124,504.4672,92.3251,115.7082,,,,,,,,,
25/11/2015,179.6755,185.5912,120.8794,106.9464,117.498,120.2222,87.7632,105.8845,95.3817,172.9285,215.7767,167.139,64.4128,127.5071,159.4865,104.237,110.9513,198.3507,158.8741,167.8387,181.6022,98.5383,94.0429,97.9668,116.3025,502.7164,92.612,114.8899,,,,,,,,,
26/11/2015,179.0196,185.7742,120.8442,106.7411,117.1593,120.0741,87.6534,105.6953,95.3806,172.6443,215.2136,166.5804,64.4999,127.0775,158.9409,104.0891,110.6746,198.1595,159.0076,167.3182,181.2307,98.106,93.9405,97.7455,116.0856,497.4651,92.4337,113.6573,,,,,,,,,
27/11/2015,178.2377,180.8467,120.1482,106.0603,116.7594,119.8871,87.5013,105.2321,95.3736,172.6052,214.5597,166.1389,64.3761,126.4656,158.322,103.179,110.1228,197.0313,159.1995,167.2759,181.0383,97.2311,93.9532,97.3863,115.8296,496.8137,92.1929,112.7475,,,,,,,,,
30/11/2015,179.0928,179.9121,120.2291,106.1856,115.2945,119.5276,87.2667,105.3707,95.3456,172.6534,213.6147,166.4032,64.2111,125.915,158.8106,103.0741,110.2316,198.5876,159.0992,167.2949,180.627,97.2406,94.0402,97.5661,115.8325,498.9685,92.2094,112.4487,,,,,,,,,
01/12/2015,181.4863,180.865,120.2661,106.4883,116.129,120.3269,87.8259,105.5523,95.3542,172.9026,214.5664,166.8758,64.3342,125.897,159.3546,103.8659,111.2044,201.4132,159.2958,167.2119,181.2932,97.0918,94.55,97.8935,116.0308,503.1436,92.0634,112.5505,,,,,,,,,
02/12/2015,181.1519,181.5831,120.4011,107.2744,114.7208,120.1107,87.6739,104.6341,95.373,173.7064,214.4133,166.6438,64.1381,125.2186,158.9517,103.8653,110.8008,200.3153,159.4472,167.4924,181.1361,95.8808,94.5702,97.5055,115.9366,503.5657,91.9478,113.2502,,,,,,,,,
03/12/2015,181.9591,185.4115,120.2928,109.9683,115.4702,123.6059,90.3558,105.9847,95.3769,177.3521,213.7687,166.5518,64.4655,125.2067,157.57,103.9887,113.0211,201.8137,159.5056,167.3595,184.298,95.8656,96.7402,98.6883,115.6503,504.5736,91.8111,113.201,,,,,,,,,
04/12/2015,181.9236,185.8388,120.2307,109.6199,113.3419,123.1555,89.8663,105.7607,95.3748,176.8288,213.9606,166.5191,64.2015,126.0685,158.1118,104.0507,112.6428,203.5837,159.587,167.5171,184.0539,95.0634,96.7419,98.464,115.6709,503.3664,92.0614,113.1237,,,,,,,,,
07/12/2015,180.1523,185.1617,119.0111,109.2076,109.7745,122.6426,89.5004,105.3615,95.3699,175.8868,213.8727,166.4428,64.064,124.8317,155.9479,104.335,110.7226,200.4948,159.22,167.4491,183.0408,93.2359,96.0234,97.8982,115.8364,500.0759,91.8683,111.8706,,,,,,,,,
08/12/2015,178.8765,183.9357,118.2582,110.0483,109.7863,123.268,89.9522,105.0324,95.3713,176.2838,213.5078,166.2237,64.2911,123.7206,154.7307,103.2093,109.0836,200.6043,159.2618,167.3872,183.1072,93.3449,96.3914,97.7194,115.5345,500.792,91.6398,111.4827,,,,,,,,,
09/12/2015,179.2371,186.2227,118.3022,111.0715,110.5252,124.7312,91.0482,106.2429,95.3714,177.0767,213.5745,166.266,65.0778,123.6614,154.3463,102.997,110.601,202.8267,159.4387,167.4175,185.1524,93.4849,97.5667,97.9925,115.4104,499.9438,91.5959,108.6773,,,,,,,,,
10/12/2015,180.5402,183.2247,117.912,110.5597,111.7891,123.8415,90.352,106.0957,95.3705,175.0705,212.5974,166.6075,65.0114,123.4303,153.216,103.2103,110.9348,203.8718,159.4266,167.3193,183.7569,93.846,96.3246,98.0363,115.1905,498.8762,91.6159,105.2259,,,,,,,,,
11/12/2015,178.2727,180.4512,116.7897,111.1278,108.9583,124.3512,90.721,106.4663,95.3658,175.7272,212.5275,166.22,65.31,123.6314,151.4644,102.5253,110.3842,202.7738,159.25,167.172,183.7364,92.2522,96.4941,97.3999,115.2106,489.1894,91.7084,102.4183,,,,,,,,,
14/12/2015,179.5992,180.5662,116.9763,110.8167,108.3658,124.3875,90.7671,105.968,95.3664,176.0159,210.6286,165.7463,65.2909,123.0897,152.1571,101.7661,110.7423,204.0288,159.5199,166.8107,183.8715,92.0082,96.7247,97.7118,114.9139,489.893,91.4714,107.7804,,,,,,,,,
15/12/2015,178.373,180.7639,116.9854,110.1287,109.5443,123.6767,90.2607,105.2397,95.3605,175.703,211.0236,166.2,64.9398,123.2393,153.9689,102.2276,110.338,204.3197,159.6022,167.1744,185.0811,92.8178,96.4195,97.8871,115.4897,492.5202,91.6329,109.0936,,,,,,,,,
16/12/2015,179.404,180.3607,116.5871,110.2669,108.8875,123.434,90.101,105.0013,95.3657,175.5125,210.864,166.7619,64.6558,123.9987,155.1502,101.9136,109.5159,205.2749,159.8268,166.8264,185.3091,92.312,96.4993,97.7983,115.1415,497.738,91.728,109.0122,,,,,,,,,
17/12/2015,176.8376,180.6349,115.2738,109.5854,108.5124,122.5035,89.388,104.2797,95.3374,173.6024,211.9228,167.5666,64.4687,123.6018,154.57,101.9969,109.3729,202.3639,159.4359,166.7126,183.8325,91.3386,95.7627,97.0552,115.1452,498.8702,91.6249,106.9838,,,,,,,,,
18/12/2015,178.0167,175.9314,115.1089,110.0208,109.1087,122.9491,89.7319,104.2371,95.3302,175.7498,213.3882,167.6558,65.2114,123.2866,153.7707,102.5584,109.6515,203.1976,159.5184,166.9419,185.8226,91.6584,95.8557,97.3793,114.8593,502.8799,91.4418,107.9833,,,,,,,,,
21/12/2015,178.3771,174.7993,115.0925,109.9924,109.1579,123.4457,90.1172,104.1666,95.3365,176.8794,215.4979,167.8243,65.193,123.8496,153.5767,102.3421,109.1867,204.2729,159.1289,167.1134,187.4705,91.3332,96.452,97.768,115.0093,501.612,91.4861,107.9731,,,,,,,,,
22/12/2015,179.5317,175.8811,115.4152,110.5762,109.6501,123.9685,90.4608,103.7671,95.3391,177.3405,217.2665,167.9233,65.2554,124.3332,153.3236,102.3733,110.1497,205.5904,158.9017,167.0204,188.304,91.3371,97.3567,98.062,115.2109,499.2779,91.4834,107.5576,,,,,,,,,
23/12/2015,179.4951,178.0862,116.007,110.1683,113.0833,123.4723,90.0865,104.0675,95.3565,176.2436,217.8287,168.2701,65.3342,124.3373,153.058,102.148,109.9689,205.2462,158.8038,167.4418,187.7738,93.2736,97.153,98.0287,115.2883,501.8041,91.5225,107.1823,,,,,,,,,
24/12/2015,180.2279,178.1406,116.2411,110.541,113.9508,124.0369,90.5048,104.3329,95.3432,176.0947,217.8972,168.3125,65.598,124.9211,152.8551,102.1602,110.2215,205.8084,158.9315,167.4755,188.9412,92.7124,97.7009,98.0094,115.158,501.7271,91.6784,107.112,,,,,,,,,
25/12/2015,180.663,178.2312,116.2157,110.434,113.9706,124.1816,90.4774,104.3604,95.3434,176.4146,217.9658,168.3549,65.6559,124.9131,152.9343,102.1724,110.4943,206.7018,158.9642,167.5012,189.2465,92.2004,97.736,98.1087,115.2322,502.9969,91.7399,107.1388,,,,,,,,,
28/12/2015,179.9069,182.1394,115.5378,110.4273,114.5489,124.0907,90.5407,104.122,95.3535,177.6708,217.9385,168.4291,65.6102,125.1792,152.9222,102.5343,110.2084,206.9016,158.4383,167.7184,188.7349,90.2702,97.9431,97.9568,115.0064,504.2868,91.6173,106.5945,,,,,,,,,
29/12/2015,181.0865,181.9727,116.0468,109.8648,114.7408,123.5277,90.1417,103.6876,95.3561,177.3336,216.4687,167.9672,65.5754,124.7264,152.837,102.6493,109.9353,207.5848,158.4273,167.6936,188.5758,90.2861,97.8366,97.5696,115.1122,504.4344,91.6371,106.7166,,,,,,,,,
30/12/2015,180.8761,177.7744,115.7456,110.3476,114.5416,123.6941,90.2464,103.6802,95.3479,177.2087,215.9558,168.0287,65.5408,124.4112,151.7173,102.662,109.0637,206.7567,158.3227,167.7183,187.5944,88.6431,97.5305,97.3644,115.4681,502.4747,91.5344,104.9343,,,,,,,,,
31/12/2015,180.8641,177.6005,116.0884,108.8769,114.5959,122.9177,89.6577,103.1199,95.3482,174.9798,215.9593,168.6652,65.7021,124.4335,153.2724,102.6746,108.4432,206.4724,158.1277,167.7961,186.2382,88.6774,97.1363,97.0778,115.1745,502.9694,91.5457,105.5734,,,,,,,,,
01/01/2016,181.2987,177.6918,115.9542,108.9468,114.6133,122.8635,89.6055,103.1895,95.3521,175.2595,216.0255,168.73,65.52,124.4368,152.7978,102.6633,108.1593,206.7617,158.1646,167.8239,185.1405,88.7118,96.924,97.5125,115.3799,502.448,91.5459,104.993,,,,,,,,,
04/01/2016,178.5306,174.4773,115.1397,108.8649,113.0481,122.5341,89.3965,102.9791,95.3361,174.9395,214.0571,167.5818,66.1266,122.8445,152.4011,101.4239,108.0216,204.1195,157.8077,168.0047,184.0184,89.2636,96.5073,96.6925,115.0008,495.3774,91.0456,104.8899,,,,,,,,,
05/01/2016,177.7979,175.9032,114.786,108.1466,113.3239,121.5982,88.7087,102.6917,95.3335,174.2189,214.9557,167.6711,66.3353,122.8009,152.1706,101.529,107.6406,202.7161,158.3059,168.8676,182.3166,89.1057,95.353,96.5991,114.9729,492.2068,90.9303,104.5128,,,,,,,,,
06/01/2016,175.6,175.0719,114.1336,108.2697,111.7773,121.908,88.9784,102.3764,95.3198,174.1286,213.7258,167.1299,66.6634,121.8212,150.4394,100.3628,107.0731,200.7381,158.1873,168.4079,181.0314,87.4324,95.4814,95.8878,114.7546,489.4705,90.4286,103.0618,,,,,,,,,
07/01/2016,174.1221,174.5249,113.8183,109.8118,111.2691,123.5825,90.2219,102.2919,95.2484,176.4733,214.1139,166.9317,67.1143,121.5263,147.8558,100.3636,107.9454,200.3926,157.8674,168.4895,183.7979,87.4673,96.8504,96.0633,114.5529,490.2381,90.188,101.7912,,,,,,,,,
08/01/2016,172.644,175.4458,113.3605,109.6403,111.4995,123.3018,90.1366,101.5846,95.1861,175.2129,214.2583,167.7005,67.3466,121.7927,147.1362,100.5888,107.9986,197.9299,157.7731,167.9897,182.8298,87.502,96.4306,95.4589,114.4874,487.0071,90.118,100.3055,,,,,,,,,
11/01/2016,173.7236,174.294,113.009,108.9116,111.5522,122.839,89.614,101.7661,95.1785,173.8395,215.0982,167.2972,67.064,120.6252,147.5733,100.7043,107.2819,198.4003,157.7981,167.6274,182.3621,85.8748,95.9999,96.0064,114.5765,484.394,89.989,97.4701,,,,,,,,,
12/01/2016,173.512,175.4783,112.6444,108.8187,111.2196,122.8211,89.603,101.1009,95.1905,174.4472,214.5761,167.1924,67.1186,120.5752,147.4919,100.0701,107.9811,197.7518,157.9709,167.0212,182.1006,84.9789,96.103,95.7679,114.4227,485.1618,90.0294,98.139,,,,,,,,,
13/01/2016,172.7537,176.1232,112.0316,108.391,111.9341,123.0434,89.757,100.8135,95.203,174.9986,215.8511,167.2813,67.0993,121.2061,147.0752,100.7218,108.7473,197.0428,157.7975,166.7287,182.6715,85.4256,96.1072,95.863,114.6791,486.5577,89.9892,98.7769,,,,,,,,,
14/01/2016,173.5107,176.8894,111.8285,108.4928,112.7775,122.9057,89.6552,100.8549,94.9492,175.4144,214.6774,166.2231,66.8811,120.2678,147.6651,100.5046,109.316,195.8497,158.0852,166.4269,180.7045,86.1299,95.8472,95.8581,114.4839,487.2664,89.7161,99.5292,,,,,,,,,
15/01/2016,170.5162,174.8494,110.4822,108.9094,110.3682,123.4356,90.065,99.7698,94.7972,175.9903,215.0364,165.5025,67.4964,120.2804,144.5517,100.3111,108.5523,195.5327,157.7979,166.1052,177.8528,84.4309,95.5029,95.6734,114.3209,483.6685,89.5589,97.5542,,,,,,,,,
18/01/2016,170.5774,175.5845,110.3375,108.4592,110.4293,123.149,89.8724,99.6643,94.7535,175.6061,214.485,165.3597,67.2986,120.5194,144.9992,100.4372,107.7486,195.2164,157.648,166.2771,178.4761,82.6935,95.5468,95.6751,114.4696,485.5981,89.4659,97.0796,,,,,,,,,
19/01/2016,171.6574,174.3273,110.1933,108.6478,110.1554,123.3482,89.9934,99.069,94.5051,175.9928,215.3696,165.4837,67.1134,121.017,144.4769,101.128,108.8628,193.9923,157.4998,166.4338,179.2176,83.4623,95.9524,95.8633,114.6313,485.152,89.3944,97.6056,,,,,,,,,
20/01/2016,171.644,172.9962,110.7627,108.5554,107.3915,123.0787,89.8503,99.3064,94.523,175.8558,214.2166,164.7491,67.5129,120.2342,142.5424,100.4223,108.0326,194.5833,157.1685,165.7092,177.1647,80.6374,95.3757,95.7984,114.5404,485.0596,89.3467,97.767,,,,,,,,,
